,title,area,numberOfRooms,price,town,district
202,İLK SAHİBİNDEN Hadımköy toki Akpınar konutları,85,2+1,1.300.000,ArnavutköyHadımköy Mh,.
203,HASMEKSTAR ÎNŞAATDAN ŞEHİR PARKIN YANI DUBLEKS DAİRE MERKEZ DE,190,3+2,1.350.000,ArnavutköyAnadolu Mah,.
204,Arnavutköy de satılık 5 +1 yatırımlık daire,150,5+1,850.000,TaşolukTaşoluk Mh,.
205,Hadımköy'de satılık iskanlı 2+1 ebeveyn banyolu,110,2+1,1.000.000,Hadımköy(Boyalık)Hastane Mah,.
206,ARNAVUTKOY METRO DURAG KARŞISI 1230 BIN SATILIK 3+1 ARAKAT DAIRE,120,3+1,1.230.000,ArnavutköyAnadolu Mah,.
207,ARNAVUTKÖY DE TERS DUBLEKS,90,2+1,720.000,Arnavutköyİslambey Mh,.
208,ARNAVUTKÖY ZIRAAT BANKASI YANI 1060 BIN SATILIK ARAKAT DAİRE,100,2+1,1.060.000,ArnavutköyArnavutköy Merkez Mh,.
209,ARNAVUTKÖY MERKEZE YAKIN LÜKS ARA KAT DAİRE,100,2+1,900.000,ArnavutköyMustafa Kemal Paşa Mh,.
210,UYGUN FİYAT SIFIR DAİRE,90,2+1,700.000,ArnavutköyMustafa Kemal Paşa Mh,.
211,3+1 sıfır daire,85,3+1,460.000,ArnavutköyNenehatun Mah,.
212,HADIMKÖY TOKİ KONUTLARI 110 m2 EMSALSİZ FULL YAPILI 3+1 DAİRE,110,3+1,1.150.000,ArnavutköyHadımköy Mh,.
213,ANADOLU MAHALLESİNDE ACİL SATİLİK 2+1 DAİRE !!!,90,2+1,770.000,ArnavutköyAnadolu Mah,.
214,TAŞOLUK TOKİDE SATILIK 3+1 DAİRE,125,3+1,2.000.000,TaşolukMehmet Akif Ersoy Mah,.
215,ARNAVUTKÖY İSLAMBEY'DE SATILIK 2+1 96M² ARAKAT DAİRE,96,2+1,1.130.000,Arnavutköyİslambey Mh,.
216,ANADOLU MAH SATILIK 4+2 DUBLEKS KULLANISLI,230,4+2,1.650.000,ArnavutköyAnadolu Mah,.
217,HADIMKÖY TOKİ AKPINAR KONUTLARI 1. BÖLGEDE SATILIK DAİRE,75,2+1,800.000,ArnavutköyHadımköy Mh,.
218,ARNAVUTKÖY MERKEZ METRO DURAĞI DİBİNDE KATLI OTOPARK KAPALI PAZR,130,3+1,855.000,ArnavutköyAnadolu Mah,.
219,EDRA GAYRIMENKUL ARNAVUTKÖY TAŞOLUK MAH 100M2 2+1 ARAKAT DAİRE,100,2+1,997.000,TaşolukTaşoluk Mh,.
220,H-MAK GROUPTAN MERKEZDE SATILIK DAİRE,110,2+1,1.060.000,ArnavutköyAnadolu Mah,.
221,Arnavutköy Anadolu Mahallesin de Satılık 2+1 Daire,110,2+1,1.060.000,ArnavutköyAnadolu Mah,.
222,TURYAPTAN ARNAVUTKÖY KARLIBAYIRDA 3+2 LÜKS DUBLEKS DAİRE,170,3+2,1.250.000,HaraççıKarlıbayır Mh,.
223,ARNAVUTKÖY MERKEZDE ARAÇ TAKASINA UYGUN 4+2 DUBLEKS,190,4+2,2.490.000,ArnavutköyArnavutköy Merkez Mh,.
224,SAHİBİNDEN ANADOLU MAHALLESİ MERKEZİ KONUMDA ÇOK TEMİZ DAİRE,85,2+1,910.000,ArnavutköyAnadolu Mah,.
225,Arnavutköy Kiptaş Konutları Satılık 3+1,115,3+1,1.420.000,ArnavutköyMustafa Kemal Paşa Mh,.
226,ARNAVUTKÖY ATATÜRK MAHALLESİNDE 2+1 ARAKAT DAİRE,95,2+1,850.000,BoğazköyAtatürk Mh,.
227,Evlilik nedeniyle Acil Satılık,90,1+1,630.000,TaşolukTaşoluk Mh,.
228,BOĞAZKÖY İSTİKLAL MAH'DE CADDEYE YAKIN TOPRAKTAN 2+1 DAİRE,100,2+1,1.000.000,BoğazköyBoğazköy İstiklal Mh,.
229,4+2 İNŞAAT FİRMASINDAN SATILIK DUBLEKS,150,4+2,1.300.000,ArnavutköyAnadolu Mah,.
230,HARAÇÇI GÖÇMENKENT TE SATILIK 2+1 95 M2 SIFIR ASANSÖRLÜ BALKONLU,100,2+1,1.050.000,HaraççıHaraççı Mh,.
231,Z. Aras İnşaatan Satılık 4+2 dubleks,185,4+2,1.300.000,ArnavutköyAnadolu Mah,.
232,Kiptaş Hadımköy 3.etap konutları A sitesinde satılık 2+1,84,2+1,1.200.000,Hadımköy(Boyalık)Deliklikaya Mah,.
233,Anadolu mahallesi nde satılık daire,105,2+1,1.100.000,ArnavutköyAnadolu Mah,.
234,Arnavutköy Boğazköyde Güzel Geniş Satılık 4+2210m2 Düblex Terasl,210,4+2,1.350.000,ArnavutköyYunus Emre Mah,.
235,İstanbul Havalimanına Yakın Bolluca'da Eşyalı 1+1 Satılık Daire,80,1+1,850.000,BollucaMavigöl Mh,.
236,ARNAVUTKÖY TAŞOLUK DA 3+1 SATILIK DAİRE,107,3+1,1.200.000,TaşolukMehmet Akif Ersoy Mah,.
237,EDRA GAYRIMENKUL ARNAVUTKÖ ANADOLU MAH 95M2 2+1 1 KAT 4 YILIK,95,2+1,810.000,ArnavutköyAnadolu Mah,.
238,MERKEZDE SATILIK 2+1 DAİRE,110,2+1,1.250.000,ArnavutköyArnavutköy Merkez Mh,.
239,ESKİ KAYMAKAMLIĞA YAKIN SATILIK 2+1 110M2 YENİ SIFIR DAİRE,120,2+1,1.500.000,ArnavutköyAnadolu Mah,.
240,TEKBAŞLAR'DAN 60M2 BAHÇE KULLANIMLI SATILIK BAHÇE KAT DAİRE,80,2+1,675.000,BollucaHicret Mah,.
241,TEKBAŞLAR'DAN MERKEZDE ASANSÖRLÜ İSKANLI 120M2 SATILIK DAİRE,125,3+1,1.500.000,ArnavutköyArnavutköy Merkez Mh,.
242,"İstanbul House'dan, Çarşı Merkezde, Yeni Bina'da, Otoparklı 3+1.",135,3+1,1.100.000,Hadımköy(Boyalık)Ömerli Mh,.
243,ARNAVUTKÖY MUSTAFA KEMAL PAŞA DA SATILIK 3+2 DUBLEKS,180,3+2,1.600.000,ArnavutköyMustafa Kemal Paşa Mh,.
244,ERDEM İNŞAAT TAN SATILIK. TERSDUBLEX,190,4+2,1.300.000,ArnavutköyNenehatun Mah,.
245,MARMARA PETROL EVLERİ SATILIK HAVUZ MANZARALI 5+1 DUBLEKS,180,5+1,1.980.000,ArnavutköyHadımköy Mh,.
246,Arnavutköy Site İçerisinde Sahibinden 3+1 Daire,110,3+1,800.000,TaşolukFatih Mah,.
247,Ömerli Hadımköy,102,2+1,1.300.000,Hadımköy(Boyalık)Ömerli Mh,.
248,Ebeveyn banyolu 4+2 dublex çok iyi konumda,180,4+2,1.325.000,BoğazköyBoğazköy İstiklal Mh,.
249,HADIMKÖYDE SATILIK 2+1,95,2+1,1.490.000,ArnavutköyHadımköy Mh,.
250,ARNAVUTKÖY KİPTAŞ KONUTLARI SATILIK 3+1 DAİRE,115,3+1,1.875.000,ArnavutköyMustafa Kemal Paşa Mh,.
251,ARNAVUTKÖY HİCRET MAHALLESİ KAT DUBLEKSİ AÇIKLAMAYI OKUYUN LÜTFE,160,3+2,925.000,BollucaHicret Mah,.
252,ARNAVUTKÖY AVLU 34 AVM YAKINI SATILIK LUKS 3+1 TERS DUBLEKS,140,3+1,800.000,ArnavutköyMustafa Kemal Paşa Mh,.
253,KANAL 'İSTANBUL' HAVALİMANI 'SKYPARK 1' SATILIK/KİRALIK DAİRE,65,1+1,1.399.000,TaşolukMareşal Fevzi Çakmak Mh,.
254,Haraççı göçmen kentte satılık daire نتكلم العربية,115,2+1,1.100.000,HaraççıHaraççı Mh,.
255,ARNAVUTKÖY SİNPAPK SITESİNDE SATILIK SÜPER LÜKS DUBLEKS,270,4+2,3.600.000,HaraççıKarlıbayır Mh,.
256,ARNAVUTKOY ANADOLU MAH 975 BIN SATILIK 100 M2 ARAKAT DAIRE,100,2+1,975.000,ArnavutköyAnadolu Mah,.
257,ARNAVUTKÖY ANADOLU MAHALLESİNDE MİNİBÜS CAD. YANINDA 2+1 ARAKAT,95,2+1,780.000,ArnavutköyAnadolu Mah,.
258,APARTMENT FOR SALE IN ARNAVUTKÖY TAŞOLUK 3VIEWS BUILD ZERO,107,3+1,1.200.000,TaşolukMehmet Akif Ersoy Mah,.
259,YEŞİL GAYRİMENKUL'DEN ARNAVUTKÖY'DE SATILIK 4+2 DUBLEX DAİRE,220,4+2,1.800.000,BollucaMavigöl Mh,.
260,AVLU AVM YAKINI KONUMDA SATILIK DUBLEKS DAİRE,180,4+2,1.350.000,ArnavutköyMustafa Kemal Paşa Mh,.
261,ARNAVUTKÖY SATILIK DUBLEX,170,4+2,1.010.000,ArnavutköyAnadolu Mah,.
262,=ZENGİN=KAR­LIBAYIR'DA YENİ YAPIM KÖŞE YÜKSEK GİRİŞ DAİRE TAKASLI,95,2+1,719.999,HaraççıKarlıbayır Mh,.
263,HASMEKSTAR ÎNŞAATDAN ULTRA LÜKS ARAKAT DAİRE MUSTAFA KEMALDE 3+1,125,3+1,1.150.000,ArnavutköyMustafa Kemal Paşa Mh,.
264,ÖzKoç'tan Merkeze Yürüme Mesafesinde Köşe Başı 3+2 Lüks Dübleks,175,3+2,1.600.000,ArnavutköyAnadolu Mah,.
265,ARNAVUTKÖY MERKEZDE 5+2 TAM DUBLEKS YÜKSEK TAVAN DAİRE,291,5+2,2.700.000,ArnavutköyArnavutköy Merkez Mh,.
266,ARNAVUTKÖY MERKEZ MAHALLESİNDE 1+1 BAHÇE KAT DAİRE !!!,65,1+1,425.000,ArnavutköyArnavutköy Merkez Mh,.
267,HASMEKSTAR ÎNŞAATDAN DUBLEKS DAİRE ANADOLU MAHALLESI,210,4+2,2.000.000,ArnavutköyAnadolu Mah,.
268,HASMEKSTAR ÎNŞAATDAN ARNAVUTKÖY ZİRAAT BANKASI YANİ ARAKAT DAİRE,105,2+1,1.060.000,ArnavutköyArnavutköy Merkez Mh,.
269,HADIMKÖY TOKİ 2.BÖLDE DE 3+1 DAİRE,125,3+1,1.300.000,ArnavutköyHadımköy Mh,.
270,"ASANSÖRLÜ VE SIFIR BİNA, HARİKA BİR LOKASYONDA ÖNÜ AÇIK VE FERAH",110,2+1,1.125.000,Arnavutköyİslambey Mh,.
271,ARNAVUTKÖY ANADOLU MAHALLESİ BAHÇE KATI 1/2 KREDİYE UYGUN DEĞİL,55,1+1,330.000,ArnavutköyAnadolu Mah,.
272,HADIMKÖY TOKİ 95 m,100,2+1,1.100.000,ArnavutköyHadımköy Mh,.
273,ARNAVUTKÖY ANADOLU MAHALLESİNDE SATILIK 2+1 LÜKS DAİRE,100,2+1,1.150.000,ArnavutköyAnadolu Mah,.
274,SAHİBİNDEN SATILIK ULTRA LÜX DUBLEX DAİRE,220,5+2,1.599.000,ArnavutköyMustafa Kemal Paşa Mh,.
275,ARNAVUTKÖY YAVUZSELİM MAHALLESİNDE SATILIK GİRİŞ KAT DAİRE,95,2+1,575.000,ArnavutköyYavuz Selim Mah,.
276,BALKAYALARDN YILDIRIMBEYZIT CADDE BAKIYOR. 3+1 130m2 1250.000 TL,145,3+1,1.250.000,ArnavutköyAnadolu Mah,.
277,ARNAVUTKÖY MAVİGÜN KOLEJİN YANINDA SATILIK 2+1 ARAKAT,110,2+1,975.000,ArnavutköyMustafa Kemal Paşa Mh,.
278,BOGAZKÖYDE 95 M2 2+1 EVEBEYN ODALI KULLANIŞLI DAİRE,95,2+1,1.050.000,BoğazköyBoğazköy İstiklal Mh,.
279,TEKBAŞLAR'DAN MAVİGÖL'DE SATILIK 110 M2 FERAH KULLANIŞLI DAİRE,110,2+1,660.000,BollucaMavigöl Mh,.
280,THY HAVAİŞ YAPI KOOP. SAHİBİNDEN 3+1 SATILIK LÜKS DAİRE,140,3+1,1.150.000,Arnavutköyİslambey Mh,.
281,Arnavutköy TOKİ Taşoluk Konutlarında SATILIK DAİRE,90,2+1,1.100.000,TaşolukMehmet Akif Ersoy Mah,.
282,ERDEM İNŞAAT TAN SATILIK DAİRELER,95,2+1,950.000,ArnavutköyNenehatun Mah,.
283,ARNAVUTKÖY BOĞAZKÖY MAHALLESİ ÇOK KULLANIŞLI SATILIK ARA KAT,106,2+1,1.045.000,BoğazköyBoğazköy İstiklal Mh,.
284,Acİlll...ERPAYDAN MERKEZE YAKIN DUBLEX DAİRE,200,4+2,1.210.000,ArnavutköyAnadolu Mah,.
285,BEYAZ EŞYALI NET: 98 METRE KARE YENİ BİNA 2+1 ÇİFT BANYO,115,2+1,1.550.000,ArnavutköyHadımköy Mh,.
286,ARNAVUTKÖY CUMHURİYET MEYDANINA CEPHE 3+1 135m2 EŞYALI,135,3+1,2.700.000,ArnavutköyArnavutköy Merkez Mh,.
287,Arnavutköy islambey mahallesi satılık dubleks daire 130m2,170,3+2,1.650.000,Arnavutköyİslambey Mh,.
288,aciliyetten satılık,150,4+1,650.000,,
289,ARNAVUTKÖY BOLLUCADA 3+1 TERS DUBLEKS,140,3+1,1.100.000,BollucaMavigöl Mh,.
290,Hadımköy Kiptaş 1.Etap,82,2+1,1.450.000,ArnavutköyHadımköy Mh,.
291,ARNAVUTKÖY TAM MERKEZDE ACİL SATILIK DAİRE,139,2+1,790.000,ArnavutköyArnavutköy Merkez Mh,.
292,VADİ KONAKLARI SİTE İÇİ SATILIK 2+1 ARAKAT DAİRE,105,2+1,1.650.000,ArnavutköyMustafa Kemal Paşa Mh,.
293,DRS GAYRIMENKULDEN 2+1 MERKEZİ KONUMDA DAİRE,95,2+1,520.000,ArnavutköyArnavutköy Merkez Mh,.
294,ARNAVUTKÖY MERKEZDE SATILIK 4+1 -145 m2 BOŞ KELEPİR TERS DUBLEKS,145,4+1,1.025.000,ArnavutköyAnadolu Mah,.
295,ANADOLU DA KREDI SORUNU OLMAYAN 2+1 SATILIK DAIRE,90,2+1,800.000,ArnavutköyAnadolu Mah,.
296,kiptas1. etapta emsalsiz daire,85,2+1,1.150.000,Hadımköy(Boyalık)Sazlıbosna Mh,.
297,ARNAVUTKÖY M.KEMAL PAŞA MAHALLESİNDE LUKS DUBLEKS,170,4+2,1.300.000,ArnavutköyMustafa Kemal Paşa Mh,.
298,ARNAVUTKÖY NENEHATUN MAH.SATILIK LÜX KULLANIŞLI YÜKSEK GİRİŞ 2+1,90,2+1,765.000,ArnavutköyNenehatun Mah,.
299,TAŞİNMAYA HAZİR MUHTEŞEM 3+1 DAİRE,135,3+1,1.500.000,ArnavutköyArnavutköy Merkez Mh,.
300,Sahibinden Lüks Daire,100,2+1,950.000,,
301,ARNAVUTKÖY MERKEZDE TAŞİNMAYA HAZİR MUHTEŞEM 3+1 DAİRE,135,3+1,1.500.000,ArnavutköyMustafa Kemal Paşa Mh,.
302,YILDIZLAR34 GAYRİMENKULDEN SATILIK DAİRE,95,2+1,700.000,HaraççıKarlıbayır Mh,.
303,Hadımköyde satılık cadde cephe 0 lüx 2+1 daire,105,2+1,1.250.000,ArnavutköyHadımköy Mh,.
304,Anadolu mahallesinde satılık 2+1 ara kat daire !!,95,2+1,885.000,ArnavutköyAnadolu Mah,.
305,İslambey Mah.'nde 2+1 Tertemiz Yüksek Giriş Daire!,80,2+1,720.000,Arnavutköyİslambey Mh,.
306,DELİKLİKAYA KİPTAŞ 3.ETAP KONUTLARINDA SATILIK 2+1 ARAKAT,84,2+1,1.350.000,Hadımköy(Boyalık)Deliklikaya Mah,.
307,ARANVUTKÖY ANADOLU MAH SATILIK ARAKAT,95,2+1,950.000,ArnavutköyAnadolu Mah,.
308,DAF YAPIDAN FIRSAT DUBLEX DAİRE,190,5+2,1.300.000,Arnavutköyİslambey Mh,.
309,ARNAVUTKÖY İSLAMBEY MAH SATILIK 1.Cİ KAT,100,2+1,1.000.000,Arnavutköyİslambey Mh,.
310,Arnavutköy Kıbrıs Caddesi Satılık Ters Dublexs Daire 140 m2,140,3+1,1.250.000,Arnavutköyİslambey Mh,.
311,KARDEŞLER GRUP'TAN TAŞOLUK TOKİ KONUTLARINDA 2+1 DAİRE,105,2+1,1.265.000,TaşolukAdnan Menderes Mah,.
312,nezih ve huzurlu bir site toki akpinar konutlari,120,3+1,1.250.000,Hadımköy(Boyalık)Hastane Mah,.
313,ARNAVUTKÖY DE SATILIK 2+1 LÜX DAİRE,110,2+1,1.150.000,Arnavutköyİslambey Mh,.
314,CETİNTAS GAYRIMENKULDEN HADIMKÖYDE BAHCELİ 2+1 SATILIK DAİRE,95,2+1,975.000,Hadımköy(Boyalık)Hastane Mah,.
315,ARNAVUTKÖY MERKEZDE TRABZON DERNEĞİNİN KARŞISINDA ORMAN MANZARAL,85,2+1,1.000.000,ArnavutköyArnavutköy Merkez Mh,.
316,HEDEF GAYRUMENKUL DEN SATILIK 2+1 DAİRE,85,2+1,740.000,Arnavutköyİslambey Mh,.
317,ARNAVUTKÖY MUSTAFAKEMALPAŞA MAH.DE SATILIK 3+1 110m2 TERS DUBLEX,120,3+1,775.000,ArnavutköyMustafa Kemal Paşa Mh,.
318,HAS EVİM YAPIDAN 225 METRE TEK DAİRE ÜZERİ DUBLEKS DAİRE,225,5+1,1.350.000,ArnavutköyAnadolu Mah,.
319,CB STAR'DAN ÖMERLİ KİPTAŞ'DA 3+1,120,3+1,1.490.000,Hadımköy(Boyalık)Ömerli Mh,.
320,Aslı emlaktan islambey mh ana caddeye sıfır ayrı girişli daire,75,1+1,550.000,Arnavutköyİslambey Mh,.
321,ARNAVUTKÖY MERKEZ DE SATILIK 3+1 DAİRE,140,3+1,1.040.000,ArnavutköyArnavutköy Merkez Mh,.
322,Satılık sıfır daire,90,2+1,830.000,Arnavutköyİslambey Mh,.
323,Arnavutköy Yeni Yaşam Konakları Site İçinde 3+1 Ara Kat Daire,120,3+1,2.050.000,Arnavutköyİslambey Mh,.
324,ANADOLU MAHALLESİNDE SATILIK SIFIR 1. KAT DAİRE,100,2+1,1.050.000,ArnavutköyAnadolu Mah,.
325,Arnavutköy İslambey Mahallesinde 3+2 Lüks Dübleks Daire,180,4+1,1.225.000,Arnavutköyİslambey Mh,.
326,YAVUZ SELİM MAHALLESİNDE SATILIK 2+1 95 M2 GECE KONDU,100,2+1,585.000,ArnavutköyYavuz Selim Mah,.
327,4+2 / 3 BALKOLU EMSALSİZ BİR DUBLEKS,200,4+2,1.500.000,Arnavutköyİslambey Mh,.
328,ARNAVUTKOY ANADOLU MAHALESINDE 785 BIN SATILIK 2+1 ARAKAT DAIRE,90,2+1,785.000,ArnavutköyAnadolu Mah,.
329,Ayyıldız SİTESİNDE OTOPARKLI 3 TARAFI AÇIK DAİRE,145,3+1,810.000,TaşolukFatih Mah,.
330,Aslı emlaktan satılık mavigöl mh lüks çatı dubleksi,115,2+1,1.550.000,BollucaMavigöl Mh,.
331,arnavutkoy taşaoluk ta 2+1,90,2+1,750.000,TaşolukAdnan Menderes Mah,.
332,SATILIK HADIMKÖY MERKEZDE 3+2 DUBLEKS,170,3+2,1.600.000,ArnavutköyHadımköy Mh,.
333,ÖMERLİ MAH. KİPTAŞ 2.ETAP 2+1 SATILIK DAİRE,95,2+1,1.170.000,Hadımköy(Boyalık)Ömerli Mh,.
334,Deliklikaya Kiptaş 3.etap A35 10.kat,84,2+1,1.520.000,Hadımköy(Boyalık)Deliklikaya Mah,.
335,ARNAVUTKÖY DELİKLİKAYA MAHALLESİNDE MUHTEŞEM TERASLI DUBLEKS,160,3+2,2.250.000,Hadımköy(Boyalık)Deliklikaya Mah,.
336,ARNAVUTKÖY ŞEHİR PARKINA YAKIN KONUMDA SATILIK 3+1 DAİRE,140,3+1,660.000,ArnavutköyYunus Emre Mah,.
337,BOGAZKÖYDE CADDE ÜSTÜNDE SIFIR 2+1 ARAKAT DAİRE,100,2+1,850.000,ArnavutköyYunus Emre Mah,.
338,HASMEKSTAR ÎNŞAATDAN YÜKSEK GİRİŞ KAT DAİRE KARLIBAYIRDA,90,2+1,720.000,HaraççıKarlıbayır Mh,.
339,ARNAVUTKÖY SATILIK 3+1 1.Kat DAİRE İSKANLI ACİL,125,3+1,1.250.000,ArnavutköyMustafa Kemal Paşa Mh,.
340,HASMEKSTAR ÎNŞAATDAN MERKEZDE DUBLEKS DAİRE,160,3+1,1.450.000,ArnavutköyAnadolu Mah,.
341,ARNAVUTKÖY BOLLUCADA SATILIK TERS DUBLEKS,125,2+1,920.000,BollucaMavigöl Mh,.
342,ARNAVUTKÖY MERKEZE YRURME MESAFESİNDE SATILIK 8 ODALI DUBLEX,330,6+2,1.600.000,ArnavutköyMustafa Kemal Paşa Mh,.
343,Arnavutköy Boğazköyde Güzel Geniş Satılık 2+1 100M2 2.Kat Daire,100,2+1,825.000,ArnavutköyYunus Emre Mah,.
344,TEKBAŞLAR'DAN SATILIK ASANSÖRLÜ KÖŞE BAŞI DUBLEKS DAİRE,170,3+2,1.900.000,ArnavutköyAnadolu Mah,.
345,MİLKENT SİTESİNDE 3+1 EBEVEYN BANYOLU SATILIK DAİRE,125,3+1,1.900.000,TaşolukMareşal Fevzi Çakmak Mh,.
346,ARNAVUTKÖY AVM YE YAKIN DUBLEX,2.180,4+2,1.395.000,ArnavutköyArnavutköy Merkez Mh,.
347,Merkezi Konumda Lüx 2+1 95 Metre Arakat BİNA TEK DAİRE ÜZERİDİR,95,2+1,950.000,ArnavutköyAnadolu Mah,.
348,arnavutkoy deliklikaya da soyak konforia site de sahibinden 3+1,140,3+1,2.000.000,Hadımköy(Boyalık)Deliklikaya Mah,.
349,ARNAVUTKÖY ANADOLU MAH. SATILIK 2+1 80 M2 BAHÇELİ BAHÇE KATI,95,2+1,590.000,ArnavutköyAnadolu Mah,.
350,MERKEZİ KONUMDA SATILIK DAİRE,90,2+1,975.000,Arnavutköyİslambey Mh,.
351,BALKAYALAR EMLAKTAN SATILIK 2+1 TERSDUBLEKS 750.000 TL,90,2+1,750.000,ArnavutköyAnadolu Mah,.
352,MERKEZİ KONUMLU SATILIK DAİRE,80,2+1,870.000,ArnavutköyAnadolu Mah,.
353,"İSTANBUL,ARNAVUTKÖY İGA HAVAALANINA 8DK. GÜVENLİKLİ SİTE'DE",95,2+1,1.100.000,HaraççıHaraççı Mh,.
354,HADIMKÖY'de havuzlu site içerisinde 150mt arakat site içi,150,3+1,1.500.000,Hadımköy(Boyalık)Hastane Mah,.
355,ARNAVUTKÖYDE 3+1 140 M2 KULLANIŞLI TERS DÜBLEKS DAİRE,175,3+1,775.000,BoğazköyBoğazköy İstiklal Mh,.
356,HAS MEKSTAR İNŞAATTAN NENEHATUNDA YÜKSEK GÎRÎŞ DAÎRE,90,2+1,765.000,ArnavutköyNenehatun Mah,.
357,Anadolu mahallesinde SATİLİK LÜXS 2+1 daire !!,100,2+1,950.000,ArnavutköyAnadolu Mah,.
358,SAHİBİNDEN KİPTAŞ 2.ETAP ÖMERLİ KONUTLARI 2+1 DAİRE,75,2+1,1.160.000,Hadımköy(Boyalık)Ömerli Mh,.
359,merkezde dubleks acil satılık,163,4+2,1.225.000,ArnavutköyArnavutköy Merkez Mh,.
360,HADIMKÖY VEFA 2 KONUTLARINDA 4+1 DUBLEX SATILIK,257,4+1,3.200.000,ArnavutköyHadımköy Mh,.
361,MAVIGÖL MAHALLESI SATILIK DUBLEKS TAKASA ACIK,185,3+2,1.390.000,BollucaMavigöl Mh,.
362,KARLIBAYIR MAH. GENİŞ 4+1 DUBLEKS DAİRE,210,4+1,1.480.000,HaraççıKarlıbayır Mh,.
363,DRS GAYRIMENKULDEN 2+1 LUX BAHÇE KAT,85,2+1,500.000,Arnavutköyİslambey Mh,.
364,HARAÇÇI GÖÇMEN KENT MH'DE 2+2 140 m2 BAĞIMISIZ TERS DUBLEX DAİRE,140,2+2,760.000,HaraççıHaraççı Mh,.
365,HASMEKSTAR ÎNŞAATDAN ULTRA LÜKS TERS DUBLEKS DAİRE TASOLUK DA,130,3+1,720.000,TaşolukTaşoluk Mh,.
366,MIAPORT COMFORT PROJEDEN FAİZSİZ TAKSİTLİ DAİRE KAMPANYASI,275,3+1,4.418.000,HaraççıHaraççı Mh,.
367,MERKEZ OKULUN ARKASINDA SATILIK DAİRE,80,2+1,420.000,ArnavutköyAnadolu Mah,.
368,ARNAVUTKÖY NENEHATUN MAH DÜBLEX DAİRE,195,4+2,1.470.000,ArnavutköyNenehatun Mah,.
369,ARNAVUTKÖY ANADOLU MH TEK DAİRE ÜZERİ 2+1 ARAKAR DAİRE,100,2+1,880.000,ArnavutköyAnadolu Mah,.
370,BAHÇEŞEHİR SOYAK KONFORİA 3+1 156m2 DUBLEKS DAİRE SATILIK,156,3+1,2.200.000,Hadımköy(Boyalık)Deliklikaya Mah,.
371,Arnavutköy Kıbrıs Caddesi Satılık Dublexs Daire 170 m2,200,3+2,1.600.000,Arnavutköyİslambey Mh,.
372,SATILIK 2 KATLI MÜSTAKİL EV,130,3+1,1.200.000,TaşolukAdnan Menderes Mah,.
373,ARNAVUTKÖY MERKEZ'E YAKIN ANA CADDE YAKIN ORTA KAT GENİŞ DAİRE,150,3+1,1.425.000,ArnavutköyAnadolu Mah,.
374,EDRA GAYRIMENKUL ARNAVUTKÖY MERKEZ 240M2 4+2 11 YILIK DUBLEKS,240,4+2,1.250.000,ArnavutköyArnavutköy Merkez Mh,.
375,ARNAVUTKÖY BOĞAZKÖY'DE SİTE İÇERSİNDE SATILIK DUBLEKS DAİRE,180,4+2,1.600.000,BoğazköyBoğazköy İstiklal Mh,.
376,"Arnavutköy,Anadolu Mah.,Teras kat 2+1,manzaralı,hiç oturulmamış",90,2+1,580.000,ArnavutköyAnadolu Mah,.
377,HADIMKÖY MERKEZİNDE SIFIR 115m2 3+1 EBEVEYN BANYOLU DAİRELER,140,3+1,1.600.000,Hadımköy(Boyalık)Hastane Mah,.
378,ARNAVUTKÖY TERKOS 'DA KARABURUN SAHİLE YAKIN SATILIK 5+1 VİLLA,1.000,5+1,5.000.000,ArnavutköyTerkos Mah,.
379,Hadımköy 2.Etap Ömerli Kiptaş Konutları 2+1 Satılık Daire,95,2+1,1.200.000,Hadımköy(Boyalık)Ömerli Mh,.
380,ARNAVUTKÖY İSLAMBEY MAH SATILIK 190 M2 4+2 DUBLEKS KATI,190,4+2,1.495.000,Arnavutköyİslambey Mh,.
381,BOLLUCA MERKEZ DE CADDE CEPE LÜKS ARAKAR DAİRE,95,2+1,1.050.000,,
382,HADIMKÖY MARMARA PETROL EVLERİ GUNEY BATI CEPHE GİRİŞ KAT 3+1,135,3+1,1.300.000,ArnavutköyHadımköy Mh,.
383,Kiptaş Hadımköy 1'de sahibinden,75,2+1,1.145.000,ArnavutköyHadımköy Mh,.
384,İSLAMBEY MH A PLUS DUBLEX DAİRE 4+2 200 M2 EBEVEYN BANYOLU,200,4+2,1.540.000,Arnavutköyİslambey Mh,.
385,Aslı emlaktan bollucada 100m2 2+1 arakat daire,100,2+1,915.000,,
386,HARAÇCI Merkezde 2+1 İskanli Yeni Yapı Full Sıfır Eşyalı Daire.,85,2+1,870.000,HaraççıHaraççı Mh,.
387,HASMEKSTAR ÎNŞAATDAN ULTRA LÜKS ARAKAT DAİRE ANADOLU MAHALLESI,110,2+1,1.550.000,ArnavutköyAnadolu Mah,.
388,ARNAVUTKÖY MUSTAFA KEMAL PAŞA MAH.DE SATILIK 6+3 320 m2 DUBLEX,330,6+3,1.650.000,ArnavutköyMustafa Kemal Paşa Mh,.
389,DEMİR GRUP İNŞAAT'dan dükkan üstü 75mt american mutfak,85,2+1,799.000,ArnavutköyHadımköy Mh,.
390,Arnavutköy'de satılık daire,100,2+1,1.300.000,ArnavutköyAnadolu Mah,.
391,sahibinden Hadımköy Kiptaş 1.etap satılık,75,2+1,920.000,ArnavutköyHadımköy Mh,.
