,title,area,numberOfRooms,price,town,district
5636,BENESTA BEYOĞLUNDA LUXE SATILIK 1+1...واحد فروشی لوکس 1 خوابه,90,1+1,4.428.000,Kasımpaşa,Hacıahmet Mh.
5637,"GÜMÜŞSUYU'NDA DENİZ MANZARALI, PRESTİJLİ, SATILIK OFİS KATI",250,6+1,21.500.000,Pürtelaş,Ömer Avni Mh.
5638,"DGROUP EMLAK'TAN SÜTLÜCE BADEMLİK,TE SIFIR DAİRE DENİZ MANZARALI",75,2+1,1.600.000,Halıcıoğlu,Sütlüce Mh.
5639,CEZAYİR SOKAK'TA TARİHİ BİNADA SATILIK DAİRE !,140,4+1,4.000.000,Cihangir,Firuzağa Mh.
5640,TAKSİM İSTİKLAL CAD. 5 DK YATIRIMLIK SATILIK TARİHİ BİNADA DAİRE,90,3+1,750.000,Tarlabaşı,Bülbül Mh.
5641,6708 Rengarenkten Sütlüce Evleri'nde Otoparklı 2+1 Satılık Daire,125,2+1,1.900.000,Halıcıoğlu,Sütlüce Mh.
5642,KASIMPAŞA KAPTANPAŞA DA UYGUN FİYATA GİRİŞ KAT,110,2+1,850.000,Kasımpaşa,Kaptanpaşa Mh.
5643,Kuledibi Gayrimenkul'den 150 m2 2+1 Teraslı Satılık Daire,145,2+1,4.670.000,Arapcami,Şahkulu Mh.
5644,GÜMÜŞSUYUNDA KUPON 1+1 EV,50,1+1,1.990.000,Taksim,Gümüşsuyu Mh.
5645,"Cihangir Mavrodi Apt'nda, Panoramik Manzaralı Satılık Daire",200,3+1,13.000.000,Cihangir,
5646,Acilll satılık kelepir ev,44,1+1,379.000,Tarlabaşı,Çukur Mh.
5647,Satılık ev,60,1+1,850.000,Halıcıoğlu,Sütlüce Mh.
5648,AYAZ EMLAK TAN BEYOĞLU HALICIOĞLUN'DA SATILIK 2+1 85.M2 DAİRE,100,2+1,1.100.000,Halıcıoğlu,Halıcıoğlu Mh.
5649,Kasımpaşa merkezde krediye uygun satılık 3.kat daire,95,2+1,1.000.000,Kasımpaşa,Küçük Piyale Mh.
5650,"Serdar-ı Ekrem Sokak'ta, Tarihi Binada, Manzaralı Satılık Daire",130,2+1,12.000.000,Arapcami,Şahkulu Mh.
5651,BEYOĞLU YENİ BİNADA PANORAMİK HALİÇ MANZARALI TERASLI 3+2,230,3+2,3.200.000,Halıcıoğlu,Piri Paşa Mh.
5652,yugun bir daire yatrim ve kira için çok deyerli bir firsat,95,2+1,915.000,Kasımpaşa,Kaptanpaşa Mh.
5653,KARAKÖY İSTİKLAL ARASI KUMBARACI YOKUŞU ORİJİNAL TARİHİ BİNA 3+1,110,3+1,5.000.000,Cihangir,Tomtom Mah.
5654,Sahibinden Tophane Tomtom'da arakat temiz daire,75,2+1,2.200.000,Cihangir,Tomtom Mah.
5655,Kasımpaşa Zincirlikuyu Caddesi Üzerinde 2+1 AraKat Satılık Daire,90,2+1,900.000,Kasımpaşa,Küçük Piyale Mh.
5656,Yeni mesken den SATILIK DUBLEKS,148,4+2,2.550.000,Halıcıoğlu,Keçeci Piri Mh.
5657,CİHANGİR'DE DENİZ MANZARALI SIFIR DUBLEKS,140,3+1,6.000.000,Cihangir,
5658,KASIMPAŞA MERKEZDE 1+1 DAİRE,60,1+1,600.000,Kasımpaşa,Camiikebir Mah.
5659,istanbul Beyoğlu,68,1.5+1,730.000,Kasımpaşa,Hacıahmet Mh.
5660,TEKTAŞ İNŞAAT'TAN BEYOĞLU'NDA 3+1 LÜKS DENİZ MANZARALI DAİRE,125,3+1,1.950.000,Halıcıoğlu,Örnektepe Mh.
5661,Cihangir Mah. Satılık Dublex Daire Boğaz Manzaralı,175,3+1,7.500.000,Cihangir,
5662,TAKSİM GÜMÜŞSUYU NDA SATILIK DAİRE FOR SALE APARTMENT IN BEYOGLU,60,1+1,2.100.000,Taksim,Gümüşsuyu Mh.
5663,Sahibinden Merkezi konumda 2+1,85,2+1,950.000,Kasımpaşa,Yahya Kahya Mah.
5664,PİYALE PAŞA DA SATILIK 1+1 FIRSAT DAIRE,67,1+1,3.600.000,Kasımpaşa,İstiklal Mh.
5665,CEYLAN'DAN GÜMÜŞSUYU'NDA NEZİH BİNADA KAÇIRILMAZ 2+1 DAİRE,90,2+1,2.500.000,Pürtelaş,Ömer Avni Mh.
5666,Galata Serdarı Ekrem de Kısmı Deniz Manzaralı Airbnb Dairesi,85,1+1,7.700.000,Cihangir,Tomtom Mah.
5667,Çatmamescit'te Haliç manzaralı dublex vatandaşlığa uygun,180,3+2,5.500.000,İstiklal,Çatma Mescit Mh.
5668,HALİÇ ADA EMLAKTAN SÜTLÜCEDE SATILIK 3+2 DUBLEKS DAİRE,160,3+2,2.600.000,Halıcıoğlu,Sütlüce Mh.
5669,SAHİBİNDEN GALATASARAY'DA TARİHİ APELYAN AP.'daMANZARALI SATILIK,140,2+1,8.250.000,Cihangir,Kuloğlu Mh.
5670,Ns'den Haliç Manzaralı 5+1 Dubleks 270 m2 Satılık Daire,270,5+1,4.200.000,Halıcıoğlu,Sütlüce Mh.
5671,KELEPİR YÜKSEK KREDİ İMKANI TEK YETKİLİ,110,2+1,995.000,Kasımpaşa,Hacıahmet Mh.
5672,KONUT REALTY | Gümüşsuyu Boğaz Manzaralı 220m² 4+1 Satılık Daire,220,4+1,15.500.000,Taksim,Gümüşsuyu Mh.
5673,TARİHİ GLAVANI APARTMANI'NDA DENİZ MANZARALI SATILIK EŞSİZ DAİRE,220,3+1,16.000.000,Cihangir,Tomtom Mah.
5674,YILSEL İNŞAATTAN TAKSİM TEPEBAŞINDA HALİÇ MANZARALI DUBLEKS,180,3+2,5.500.000,İstiklal,Çatma Mescit Mh.
5675,SATILIK MASRAFSIZ DAİRE,130,2.5+1,1.650.000,Tarlabaşı,Kamer Hatun Mah.
5676,PİYALEPAŞA POLAT SİTESİ'NDE EŞYALI ÇOK ÖZEL SATILIK 4+1,217,4+1,10.250.000,Kasımpaşa,İstiklal Mh.
5677,CİHANGİRDE TARİHİ YARIMADA VE BOĞAZ MANZARALI 3+1 SATILIK DAİRE,235,3+1,28.600.000,Cihangir,Kılıçali Paşa Mh.
5678,BEYOĞLU FİRUZAĞA'DA SATILIK 2+1 DAİRE 85 M2,90,2+1,1.780.000,Cihangir,Firuzağa Mh.
5679,"NEWLY RENOVATED, 3 BEDROOM APT FOR SALE IN A HISTORICAL BUILDING",120,3+1,4.750.000,Cihangir,Kuloğlu Mh.
5680,KARAKÖY GALATAPORT KARŞISI 1+1 YENİ LÜKS DAİRE,80,1+1,2.390.000,Kemankeş,Hacımimi Mh.
5681,BEYOGLU GALATAPORT YAKININDA 3+1 115 M2 BALKONLU SATILIK DAİRE,130,2.5+1,4.000.000,Pürtelaş,Ömer Avni Mh.
5682,MUHTEŞEM MANZARALI GENİŞ AMERİKAN MUTFAK 2+1 DAİRE,100,2+1,1.990.000,Halıcıoğlu,Halıcıoğlu Mh.
5683,TUNCAY'DAN İÇİ BOŞ HEMEN TAŞIN! 3.KAT SIFIR BİNA,75,2+1,1.240.000,Kasımpaşa,Kaptanpaşa Mh.
5684,KASIMPAŞA MERKEZDE 95 M2 KREDİYE UYGUN,100,2+1,1.300.000,Kasımpaşa,Camiikebir Mah.
5685,ülker sokakta merkezi konumda 1+1 daire,50,1+1,2.100.000,Taksim,Gümüşsuyu Mh.
5686,SÜTLÜCE BEYOĞLUNDA SATILIK 2+1 BAHÇE KATI,95,2+1,1.400.000,Halıcıoğlu,Sütlüce Mh.
5687,sahibinden satılık 2+1 ferah ve geniş daire,120,2+1,1.500.000,Kasımpaşa,Hacıahmet Mh.
5688,KURTULUŞ SON DURAKTA SAHİBİNDEN SATILIK 2+1 DAİRE,85,2+1,1.250.000,Yenişehir,Yenişehir Mh.
5689,Merve Celasun'dan Nuri Ziya Sokakta Deniz Manzaralı 3.5+1Satılık,180,3.5+1,13.800.000,Cihangir,Tomtom Mah.
5690,REDSTONE İCG |Sütlüce| 130 m2 3+1 Full Manzaralı Satılık Daire,135,3+1,3.200.000,Halıcıoğlu,Örnektepe Mh.
5691,TURYAP TAN SATILIK 3+1 daire,130,3+1,1.200.000,Halıcıoğlu,Sütlüce Mh.
5692,Cihangir merkezde-Va­tandaşlığa uygun,100,2+2,6.900.000,Cihangir,
5693,HALICIOĞLU METROBÜS'E 1 DK MESAFEDE 2+1 İÇİ YAPILI SATILIK DAİRE,85,2+1,1.120.000,Halıcıoğlu,Sütlüce Mh.
5694,CİHANGİR'DE FULL BOGAZ MANZARALI TERASLI 2 TAPULU EMSALSİZ DAIRE,220,3+1,13.000.000,Pürtelaş,Pürtelaş Hasan Efendi Mh.
5695,Ns den Sütlüce'de 120 m2 Satılık 3+1 Sıfır Daire,120,3+1,2.400.000,Halıcıoğlu,Sütlüce Mh.
5696,TAKSİM'E YÜRÜME MESAFESİNDE AYNALI ÇEŞME'DE BOŞ GÜNEY CEPHE 2+1,90,2+1,1.500.000,Tarlabaşı,Sururi Mehmet Efendi Mah.
5697,Galata Tatarbeyi Sokak'ta Satılık 2+1 Rezidans Daire,95,2+1,4.500.000,Kemankeş,Müeyyetzade Mh.
5698,EMR DEN CİHANGİRDE SIFIR LUX BOĞAZ MANZARALI DUBLEKS,190,3+1,5.300.000,Cihangir,
5699,FOR SALE APARTMENT IN TAKSIM ASMALI MESCIT TE SATILIK 2+1 DAİRE,100,2+1,3.500.000,İstiklal,Asmalı Mescit Mh.
5700,Remax'ten Cihangir Caddesi Üzeri Tadilatlı 2+1 Satılık Daire,95,2+1,2.590.000,Cihangir,
5701,SEDAT ÖZKAN EMLAK farkıyla fırsat daire merkezi konum,90,2+1,980.000,Kasımpaşa,Küçük Piyale Mh.
5702,BEYOĞLU KAPTANPAŞA MH'DE BALKON'LU GENİŞ 1+1 SATILIK DAİRE,70,1+1,700.000,Kasımpaşa,Kaptanpaşa Mh.
5703,YILSEL İNŞAATTAN TAKSİM TEPEBAŞINDA ASANSÖRLÜ FIRSAT DAİRELER!,95,2+1,2.550.000,İstiklal,Çatma Mescit Mh.
5704,"FAİKPAŞA CAD. YÜKSEK TAVANLI, ORTAK TERASLI,KÖŞE BİNADA SATILIK",85,2+1,4.000.000,Cihangir,Firuzağa Mh.
5705,KUMBARACI YOKUŞUNDA 2+1 TEMİZ DAİRE SAHİBİNDEN,67,2+1,3.500.000,Arapcami,Şahkulu Mh.
5706,Bahçeli Otoparklı Muhteşem daire,100,2+1,4.600.000,İstiklal,Çatma Mescit Mh.
5707,Cihangir'de 3+1 125 m2 2. Katta Satılık Daire,125,3+1,3.750.000,Cihangir,Kuloğlu Mh.
5708,KONDAKCI EMLAKTAN KAPTANPAŞADA 1+1 YENİ BİNADA SATILIK DAİRE,70,1+1,760.000,Kasımpaşa,Kaptanpaşa Mh.
5709,Beyoğlu Kaptanpaşa Mahallesinde Satılık 1+1 Sıfır Daire,65,1+1,1.040.000,Kasımpaşa,Kaptanpaşa Mh.
5710,SÜTLÜCE SAHİLDE BÜYÜK BAHÇELİ 1+1 SATILIK DAİRE,55,1+1,790.000,Halıcıoğlu,Sütlüce Mh.
5711,HALİÇ ADA EMLAKTA KEÇECİ PİRİDE SATILIK 4+2 MANZARALI DUBLEKS,180,4+2,4.150.000,Halıcıoğlu,Keçeci Piri Mh.
5712,6693 Rengarenk'ten Piripaşa'da 2+1 Satılık Fırsat Daire,95,2+1,1.600.000,Halıcıoğlu,Piri Paşa Mh.
5713,GÜMÜŞSUYU'NDA SAHİLE YAKIN YÜKSEK GİRİŞ KAT 1+1 YATIRIMLIK DAİRE,55,1+1,1.750.000,Pürtelaş,Ömer Avni Mh.
5714,KONDAKCI EMLAKTAN KIZILAY MEYDANINDA 1+1 SATILIK DAİRE,70,1+1,650.000,Kasımpaşa,Camiikebir Mah.
5715,KULEDİBİ GAYRİMENKULDEN SATILIK 2+1 ORTAK TERASLI DAİRE,110,2+1,2.500.000,Kemankeş,Hacımimi Mh.
5716,ASANSÖRLÜ VE KAPALI OTOPARKLI BİNADA SATILIK DAİRE,85,2+1,1.175.000,Halıcıoğlu,Örnektepe Mh.
5717,CİHANGİR BAŞKURT SOKAKTA 145 M2 SATILIK 3+1 MASRAFSIZ DAİRE,146,3+1,4.500.000,Pürtelaş,Pürtelaş Hasan Efendi Mh.
5718,GALATA'YA YÜRÜME MESAFESİNDE YÜKSEK TAVANLI TARİHİ BİNADA 2+1,90,2+1,3.750.000,Cihangir,Tomtom Mah.
5719,Galata Hacımimi Gardens Projesi'nde Dubleks,176,2+2,10.350.000,Kemankeş,Hacımimi Mh.
5720,TOMTOMDA YENİ BİNADA SATILIK DUBLEXS DAİRE,130,3+1,7.350.000,Cihangir,Tomtom Mah.
5721,Sütlüce merkezde 3+1 daire,125,3+1,1.600.000,Halıcıoğlu,Sütlüce Mh.
5722,SÜTLÜCE TOKİ KONUTLARINDA SATILIK 2+1,110,2+1,2.800.000,Halıcıoğlu,Sütlüce Mh.
5723,SAHİBİNDEN BEYOĞLU PİYALEPAŞA'DA KAPALI GARAJLI SİTE İÇİNDE,265,5+2,5.700.000,Kasımpaşa,Kaptanpaşa Mh.
5724,ŞİŞLİ SES TEN TAKSİM MEYDAN MERKEZ DE SATILIK DAİRE OFİS !!,140,3+1,4.500.000,Taksim,Kocatepe Mah.
5725,Fdn'den Piyalepaşa Lüks Yaşam Alanı İçinde 3+1 Güncel Son Fırsat,145,3+1,8.950.000,Kasımpaşa,Piyalepaşa Mh.
5726,KONDAKCI EMLAKTAN İSTİKLAL CADDESİNE 7 DAKİKA MESAFEDE DAİRE,85,2+1,700.000,Tarlabaşı,Sururi Mehmet Efendi Mah.
5727,VİZYONDAN BEYOĞLUNDA SATILIK 2+1 DAIRE,85,2+1,1.790.000,Cihangir,Firuzağa Mh.
5728,CİHANGİR'DE DENİZ MANZARALI SATILIK DAİRE,90,2+1,10.000.000,Cihangir,
5729,TAKSİM 360 KİRALIK 120M2 OFİS ÖN CADDE BAKAN CUMBALI,122,Stüdyo,(1+0),Tarlabaşı,Çukur Mh.
5730,"DGROUP EMLAK,TAN SÜTLÜCE TOKİ EVLERİ PROJESİ (AÇIKLAMAYI OKUYUN)",85,2+1,2.600.000,Halıcıoğlu,Sütlüce Mh.
5731,MERKEZİ COK TEMİZ DAİRE,100,2+1,1.750.000,Kasımpaşa,Camiikebir Mah.
5732,BEYOĞLU GÜMÜŞSUYU ÜLKER SOKAK SATILIK DUBLEX TERASLI DAİRE,120,2+1,3.950.000,Taksim,Gümüşsuyu Mh.
5733,واحد قیمت مناسب,85,2+1,1.200.000,Tarlabaşı,Sururi Mehmet Efendi Mah.
5734,Taksim Gümüşsuyunda Park Bosphorus Hotelin hemen arkasında 2+1..,120,2+1,3.200.000,Taksim,Gümüşsuyu Mh.
5735,PİYALE PAŞA İSTANBUL EVLERİNDE SATILIK DAİRE,178,3+1,7.750.000,Kasımpaşa,Piyalepaşa Mh.
5736,BEYOĞLU GÜMÜŞSUYU MAHALLESİ YENİ BİNA SATILIK BAHÇELİ GENİŞ 1+1,85,1+1,2.400.000,Taksim,Gümüşsuyu Mh.
5737,2+1 İstiklal Caddesine 7dk yürüme mesafesinde,85,2+1,720.000,Tarlabaşı,Sururi Mehmet Efendi Mah.
5738,KONDAKCI EMLAKTAN YENİÇEŞMEDE 2+1 GENİŞ AYDINLIK KR.UYGUN DAİRE,100,2+1,890.000,Kasımpaşa,Kadımehmet Efendi Mh.
5739,2+1 AYRI MUTFAKLI - YERDEN ISITMALI - ASANSÖRLÜ - EBEVEYN BANYO,105,2+1,1.750.000,Halıcıoğlu,Örnektepe Mh.
5740,Kaptanpaşa Mahallesinde Satılık 45 m2 Sıfır Loft Daire,50,1+1,1.190.000,Kasımpaşa,Kaptanpaşa Mh.
5741,SOMMER DENİZ EMLAKTAN KUMRULU SOKAKTA 4+2 300m2,330,4+2,22.500.000,Cihangir,Kılıçali Paşa Mh.
5742,KURTULUŞ KIRKAHYASI SOKAK FIRSAT SATILIK DAİRE,93,2+1,1.450.000,Kasımpaşa,Hacıahmet Mh.
5743,"GÜMÜŞSUYU'NDA, ORTAK TERASLI, ARA KAT DUBLEKS, 2+1 SATILIK DAİRE",93,2+1,3.750.000,Pürtelaş,Ömer Avni Mh.
5744,Galatasaray'da Tarihi Binada Satılık 3+1 Daire,130,3+1,7.000.000,Cihangir,Kuloğlu Mh.
5745,CENGİZ'DEN GÜMÜŞSUYU'NDA BAKIMLI BAHÇELİ TEMIZ SATILIK DAIRE,65,1+1,1.900.000,Taksim,Gümüşsuyu Mh.
5746,KONUT REALTY | Gümüşsu Palas Boğaz Manzaralı 280m² Satılık Daire,280,8+1,48.000.000,Taksim,Gümüşsuyu Mh.
5747,Kasımpaşa sururi mah 2+1 manzaralı,95,2+1,875.000,Tarlabaşı,Sururi Mehmet Efendi Mah.
5748,BÜLENT AKGÜN GAYRİMENKUL 3+1 GİRİŞ KAT SATILIK DAİRE,130,3+1,850.000,Halıcıoğlu,Piri Paşa Mh.
5749,HALİÇ ADA EMLAKTAN KEÇECİ PİRİDE SATILIK 2+1 SIFIR DAİRE,85,2+1,2.000.000,Halıcıoğlu,Keçeci Piri Mh.
5750,TOMTOM GARDEN YANI SAKLIBAHCE ÇOK OZEL KONUM SATILIK ACILLLLLLLL,85,2+1,2.450.000,Cihangir,Tomtom Mah.
5751,BEYOĞLU EFE EMLAK SATILIK 4+2 DAİRE BEYOĞLU İSTANBUL,200,4+2,1.600.000,Yenişehir,Yenişehir Mh.
5752,CİHANGİR'DE TARİHİ YARIM ADA VE BOĞAZ MANZARALI 3+1 DAİRE,125,3+1,10.750.000,Cihangir,Kılıçali Paşa Mh.
5753,Bolahenk sokakta yeni sıfır binada 3+1 ebeveyn banyolu daire,110,3+1,2.640.000,Taksim,Gümüşsuyu Mh.
5754,Toprak tapulu 2+1 giriş katı daire,75,2+1,545.000,Kasımpaşa,Kaptanpaşa Mh.
5755,ARTI EMLAK ÇIKSALININ EN GÜZEL YERİ ÇARŞI İÇİ 2+1 SATILIK DAİRE,80,2+1,820.000,Halıcıoğlu,Halıcıoğlu Mh.
5756,GENİŞ TERASLI FULL MANZARALI SATILIK LÜKS DUBLEKS,180,3+2,2.250.000,Halıcıoğlu,Örnektepe Mh.
5757,"GÜMÜŞSUYU PRESTİJLİ BİNADA SATILIK 1+1 BOĞAZ MANZARALI, Otopark.",110,1+1,5.500.000,Taksim,Gümüşsuyu Mh.
5758,Mülkemlak'tan Karakol Sokak 1+1 Geniş Ferah Daire,75,1+1,600.000,Kasımpaşa,Hacıahmet Mh.
5759,BEYOĞLU SÜRURİ MAHALLESİNDE 2+1 SATILIK DAİRE..,95,2+1,950.000,Tarlabaşı,Sururi Mehmet Efendi Mah.
5760,KONDAKCI EMLAKTAN KAPTANPAŞADA SATILIK 2+1 DAİRE,75,2+1,785.000,Kasımpaşa,Kaptanpaşa Mh.
5761,SÜTLÜCEDE UZUN BAYER SK 2+1 90 M2 GİRİŞ KAT DENİZ MANZARALI,100,2.5+1,980.000,Halıcıoğlu,Sütlüce Mh.
5762,OKMEYDANI KEÇİPİRİ MAHALLESİNDE NAMAZGAH CADDESİNDE 4+1 200m2,250,4+1,1.200.000,Halıcıoğlu,Keçeci Piri Mh.
5763,ŞİŞLİ SES TEN TAKSİM MEYDAN MERKEZ DE SATILIK DAİRE OFİS !!,130,3+1,4.250.000,Taksim,Kocatepe Mah.
5764,KURTULUŞ SEFA MEYDANIN PARELELİNDE,90,2+1,780.000,Yenişehir,Yenişehir Mh.
5765,KILIÇSOY'dan KAPTANPAŞA MAH. 100 M2 2+1 GENİŞ FERAHSATILIK DAİRE,105,2+1,1.225.000,Kasımpaşa,Kaptanpaşa Mh.
5766,BÜLENT AKGÜN GAYRİMENKUL SAHİL ve METROBÜSE YAKIN SATILIK DAİRE,90,2+1,980.000,Halıcıoğlu,Halıcıoğlu Mh.
5767,6647 Rengarenk'ten Kaptanpaşa'da Fırsat 4+1 Dublex Satılık Daire,165,4+1,1.500.000,Kasımpaşa,Kaptanpaşa Mh.
5768,SATILIK TERASLI ÇİFT DAİRE,240,5+2,1.500.000,Tarlabaşı,Sururi Mehmet Efendi Mah.
5769,CİHANGİRİN EN HARİKA KONUMUNDA MATARA SOKAKTA SATILIK 1+0 DAİRE,50,Stüdyo,(1+0),Cihangir,Kılıçali Paşa Mh.
5770,ELİYA'DAN CİHANGİR-FINDIKLI'DA 1.5+1 SATILIK DAİRE..,90,1.5+1,2.750.000,Pürtelaş,Pürtelaş Hasan Efendi Mh.
5771,"GALATA DA, TASARIM BİNADA ÖZEL GİZLİ BAHÇE DUBLEKS DAİRE ***",180,3+1,6.600.000,Kemankeş,Hacımimi Mh.
5772,"CİHANGİR GÜNEŞLİ SOKAKTA, 2+1, KENT ÜNV. ARKASINDA SATILIK DAİRE",85,2+1,2.500.000,Cihangir,
5773,KONDAKCI EMLAKTAN KASIMPAŞA MERKEZDE 2+1 FIRSAT DAİRESİ,78,2+1,325.000,Kasımpaşa,Küçük Piyale Mh.
5774,DİYAR İNŞAAT EMLAK 2+1 SATILIK OTOPARKLI ASANSÖRLÜ YENİ BİNADA,100,2+1,1.425.000,Kasımpaşa,Hacıahmet Mh.
5775,3 BEDROOM APT FOR SALE IN A HISTORICAL BUILDING AT CİHANGİR,110,2+1,5.200.000,Cihangir,Kılıçali Paşa Mh.
5776,BÜLENT AKGÜN GAYRİMENKUL METROBÜS ve SAHİLE YAKIN KİRALIK DAİRE,95,2+1,1.350.000,Halıcıoğlu,Sütlüce Mh.
5777,KONUT REALTY | Kabataş Gümüşsuyu 2+1 Boğaz Manzaralı Satılık,100,2+1,10.500.000,Pürtelaş,Ömer Avni Mh.
5778,"KW PLATİN'DEN İSTİKLAL CADDESİNE 100MT MESAFEDE 2,5+1 SATILIK",95,2+1,4.500.000,Cihangir,Kuloğlu Mh.
5779,0.99 FAİZ ORANINA UYGUN - 3+1 AYRI MUTFAK - SIFIR TERASLI DAİRE,130,3+1,1.450.000,Halıcıoğlu,Örnektepe Mh.
5780,Toprak tapulu okmeydanında satılık ev,110,2+1,495.000,Kasımpaşa,Piyalepaşa Mh.
5781,SATILIK DAİRE,80,2+1,6.350.000,Arapcami,Bereketzade Mah.
5782,HALİÇ ADA EMLAKTAN KEÇECİ PİRİ MAH. SATILIK SIFIR 2+1 DAİRE,85,2+1,2.000.000,Halıcıoğlu,Keçeci Piri Mh.
5783,"CEYLAN'DAN GÜMÜŞSUYU'NDA MÜSTAKİL BAHÇELİ,2 TAPULU DUBLEKS DAİRE",175,4+1,4.500.000,Taksim,Gümüşsuyu Mh.
5784,Special Apartment with an Amazing Bosphorus View,130,2+1,12.000.000,Cihangir,
5785,BEYOĞLU PİYALEPAŞA DA SATILIK 1+1,67,1+1,3.400.000,Kasımpaşa,İstiklal Mh.
5786,sahibinden,80,2+1,650.000,Kasımpaşa,Piyalepaşa Mh.
5787,TAKSİMDE ISKANLI YENI BINADA KAÇIRILMAYACAK 1+1 DAİRE,60,1+1,1.980.000,Tarlabaşı,Kalyoncu Kulluğu Mh.
5788,OKMEYDANI ÖRNEKTEPEDE TADİLAT YAPILMIŞ KİRACILI DAİRE,120,2+1,1.350.000,Halıcıoğlu,Örnektepe Mh.
5789,Gümüşsuyu Mahallesi'nde Merkezi Konumda 2+1 Ara Kat Satılık,80,2+1,2.200.000,Taksim,Gümüşsuyu Mh.
5790,Galata Serdari Ekrem'de tarihi binada,90,2.5+1,5.750.000,Kemankeş,Hacımimi Mh.
5791,CİHANGİR'İN MERKEZİNDE YÜKSEK TAVANLI BAKIMLI 2+1 DAİRE,100,2+1,3.150.000,Cihangir,
5792,SARAL BOSPHORUS'DAN KABATAŞ'TA DENİZ MANZARALI SATILIK DAİRE,85,2+1,3.500.000,Pürtelaş,Ömer Avni Mh.
5793,ASANSÖRLÜ DENIZ MANZARALI TERASLI DUBLEKS KABATAŞ BEYOĞLU,190,4+1,4.350.000,Pürtelaş,Ömer Avni Mh.
5794,BEYOĞLUNDA 4 DAİRELİK KOMPLE BİNA TAKSİM 360 PROJESİNE KOMŞU,270,5+3,4.200.000,Tarlabaşı,Çukur Mh.
5795,İKM GALATA/AMAZING PANAROMIC ISTANBUL VIEW AIRBNB FLAT,70,1+1,7.900.000,Arapcami,Şahkulu Mh.
5796,Geniş Doğalgaz (Kombi) Emlak Ofisinden Çok Uygun Daire 4+1 Merkezi Konum,190,4+1,2.200.000,Cihangir,Kılıçali Paşa Mh.
5797,Boss'dan Genç Binada 1+1 Net 75m2 2. Kat Satılık Daire,140,1+1,2.750.000,Taksim,Gümüşsuyu Mh.
5798,PROJEDEN SATILIK 4+1 200M2 TERASLI DUBLEKS (FIRSAT),200,4+1,3.000.000,Halıcıoğlu,Sütlüce Mh.
5799,Kasımpaşa merkezde satılık daire,75,2+1,985.000,Kasımpaşa,Küçük Piyale Mh.
5800,3 + 1 geniş büyük satılık daire,110,3+1,1.400.000,Halıcıoğlu,Piri Paşa Mh.
5801,MUHTEŞEM İSTANBUL MANZARASI TARİHİ DOKU İÇİNDE SATILIK DUBLEKS**,260,3+1,16.250.000,Kemankeş,Hacımimi Mh.
5802,KONDAKCI EMLAKTAN YENİÇEŞMEDE 3+1 100M2 KREDİYE UYGUN DAİRE,100,2+1,900.000,Kasımpaşa,Kulaksız Mh.
5803,Merkezi Konumda Ebeveyn Banyolu Kelepir Daire,120,2+1,1.525.000,Halıcıoğlu,Sütlüce Mh.
5804,CEYLAN'DAN GÜMÜŞSUYU'NDA MÜSTAKİL BAHÇELİ 160M2 DUBLEKS DAİRE,175,4+1,4.500.000,Pürtelaş,Ömer Avni Mh.
5805,Aynalı kavak kasrına komşu 3+1 daire,110,3+1,1.350.000,Halıcıoğlu,Keçeci Piri Mh.
5806,CİHANGİRİN GÖBEĞİNDE YÜKSEK TAVANLI JUMBALI ORJİNAL DAİRE,80,1+1,3.500.000,Cihangir,Kılıçali Paşa Mh.
5807,MUHTEŞEM KONUMDA 2+1 3.KAT AYDINLIK FERAH DAİRE.,80,2+1,2.950.000,Cihangir,Kılıçali Paşa Mh.
5808,6702 Rengarenkten Hasköy Sahilde Full Deniz Manzaralı Daire,200,3+1,5.000.000,Halıcıoğlu,Piri Paşa Mh.
5809,MİNİATÜRK ÜSTÜ 2.KAT LÜKS SATILIK DAİRE,85,2+1,1.650.000,Halıcıoğlu,Örnektepe Mh.
5810,TAŞPINAR EMLAKTAN REFİK SAYDAM CD 20METRE SIFIRLANMIŞ 60m2 1+1,60,1+1,2.350.000,Tarlabaşı,Kamer Hatun Mah.
5811,HALİÇ ADA EMLAKTAN KEÇECİ PİRİ MAH. SIFIR 1+1 SATILIK DAİRE,60,1+1,1.600.000,Halıcıoğlu,Keçeci Piri Mh.
5812,KONDAKCI EMLAKTAN KAPTANPAŞADA 8 SENELİK BİNADA 2+1 DAİRE,95,2+1,1.280.000,Kasımpaşa,Kaptanpaşa Mh.
5813,KASIMPAŞA NIN EN GÜZEL YERİNDE 3+1 SATILIK DAİRE,130,3+1,2.000.000,Kasımpaşa,Camiikebir Mah.
5814,ELİF GAYRİMENKUL YENİ PROJEMİZ SATIŞA BAŞLAMIŞTIR,85,2+1,1.520.000,Halıcıoğlu,Sütlüce Mh.
5815,Cihangir Beyoğlu Satılık Daire,185,4+1,10.000.000,Cihangir,Kılıçali Paşa Mh.
5816,BEYOĞLU TÜNEL`DE 2.DERECE TARİHİ BİNADA SATILIK 3+1 DAİRE,150,3+1,12.500.000,Arapcami,Şahkulu Mh.
5817,BADEMLİK MERKEZDE SATILIK LÜKS TERS DUBLEKS 2 AYRI DAİRE,165,4+2,1.870.000,Halıcıoğlu,Sütlüce Mh.
5818,Helinden The Marmara Arkasında Metroya 3dk Satılık Daire,70,1.5+1,2.400.000,Taksim,Gümüşsuyu Mh.
